"area","key","portugues_pt","english_en"
"profile","profile.noStateCity","Para outros países, estado e cidade não são necessários.","For other countries, state and city are not required."
"profile","profile.save","Salvar Alterações","Save changes"
"profile","profile.editSuccess","Perfil atualizado com sucesso!","Profile updated successfully!"
"profile","profile.editError","Erro ao atualizar perfil","Error updating profile"
"profile","profile.passwordMismatch","As senhas não coincidem","Passwords do not match"
"profile","profile.passwordMinLength","A senha deve ter pelo menos 6 caracteres","Password must be at least 6 characters"
"profile","profile.passwordSuccess","Senha atualizada com sucesso!","Password updated successfully!"
"profile","profile.passwordError","Erro ao atualizar senha","Error updating password"
"profile","profile.currentPassword","Senha Atual","Current password"
"profile","profile.newPassword","Nova Senha","New password"
"profile","profile.confirmPassword","Confirmar Nova Senha","Confirm new password"
"profile","profile.updating","Atualizando...","Updating..."
"profile","profile.changePassword","Alterar Senha","Change password"
"pools","pools.pageTitle","Grupos","Groups"
"pools","pools.pageSubtitle","Crie ou participe de grupos privados para competir com seus amigos.","Create or join private groups to compete with your friends."
"pools","pools.tournamentLabel","Torneio: {name}","Tournament: {name}"
"pools","pools.defaultDescription","Grupo para disputar com amigos","Group to compete with friends"
"pools","pools.participantsCount","{count} participantes","{count} participants"
"pools","pools.officialBadge","Grupo Oficial","Official group"
"pools","pools.whatsappLink","Grupo WhatsApp","WhatsApp group"
"pools","pools.pendingTitle","Palpites Pendentes!","Pending predictions!"
"pools","pools.pendingBody","O torneio {name} ainda não começou. Garanta seus pontos palpitando no chaveamento!","Tournament {name} has not started yet. Lock in points by predicting the bracket!"
"pools","pools.predictNow","Palpitar Agora","Predict now"
"pools","pools.rankingTitle","Ranking do Grupo","Group ranking"
"pools","pools.findTitle","Encontrar grupos","Find groups"
"pools","pools.findSubtitle","Busque pelo nome do grupo para encontrar competições criadas por seus amigos.","Search by group name to find competitions created by your friends."
"pools","pools.searchPlaceholder","Ex: Grupo dos amigos...","E.g. Friends group..."
"pools","pools.search","Pesquisar","Search"
"pools","pools.searching","Buscando...","Searching..."
"pools","pools.searchResults","Resultados da busca","Search results"
"pools","pools.myPoolsTitle","Meus Grupos","My groups"
"pools","pools.myPoolsSubtitle","Grupos que você já participa.","Groups you already joined."
"pools","pools.createNew","Criar Novo Grupo","Create new group"
"pools","pools.emptyTitle","Nenhum grupo ativo","No active groups"
"pools","pools.emptyBody","Você ainda não participa de nenhum grupo. Crie o seu próprio grupo ou busque por um grupo de amigos acima.","You are not in any group yet. Create your own or search for a friends group above."
"pools","pools.generalTitle","Grupos Gerais","General groups"
"pools","pools.generalSubtitle","Competições públicas abertas a todos os usuários.","Public competitions open to all users."
"pools","pools.createDialogTitle","Criar Grupo","Create group"
"pools","pools.createDialogDescription","Personalize seu grupo e convide amigos para competir.","Customize your group and invite friends to compete."
"pools","pools.requiresPassword","Requer senha","Requires password"
"pools","pools.noDescription","Sem descrição disponível para este grupo.","No description available for this group."
"pools","pools.viewRanking","Ver Ranking","View ranking"
"pools","pools.join","Entrar","Join"
"pools","pools.formTournament","Torneio","Tournament"
"pools","pools.selectTournament","Selecione um torneio","Select a tournament"
"pools","pools.formName","Nome do Grupo","Group name"
"pools","pools.formNamePlaceholder","Ex: Amigos do Tênis, Grupo da Firma...","E.g. Tennis friends, Office pool..."
"pools","pools.formDescriptionOptional","Descrição (Opcional)","Description (optional)"
"pools","pools.formDescriptionPlaceholder","Descreva o objetivo ou as regras do seu grupo...","Describe the goal or rules of your group..."
"pools","pools.formWhatsappOptional","Link do Grupo de WhatsApp (Opcional)","WhatsApp group link (optional)"
"pools","pools.privateTitle","Grupo Privado","Private group"
"pools","pools.privateHint","Exigir senha para novos membros","Require a password for new members"
"pools","pools.accessPassword","Senha de Acesso","Access password"
"pools","pools.passwordPlaceholder","Digite a senha que seus amigos usarão","Enter the password your friends will use"
"pools","pools.generalFormTitle","Grupo Geral","General group"
"pools","pools.generalHint","Visível para todos os usuários","Visible to all users"
"pools","pools.hidePendingTitle","Ocultar sem palpites","Hide without predictions"
"pools","pools.hidePendingHint","Esconder participantes que não enviaram palpites","Hide participants who have not submitted predictions"
"pools","pools.creating","Criando...","Creating..."
"pools","pools.create","Criar Grupo","Create group"
"pools","pools.editTitle","Editar Grupo","Edit group"
"pools","pools.editDescription","Altere as informações do seu grupo ou mude o torneio atual.","Update your group info or change the linked tournament."
"pools","pools.linkedTournament","Torneio Vinculado","Linked tournament"
"pools","pools.newPassword","Nova Senha (Opcional)","New password (optional)"
"pools","pools.passwordKeep","Deixe em branco para manter a senha atual","Leave blank to keep the current password"
"pools","pools.saveChanges","Salvar Alterações","Save changes"
"pools","pools.joinedToast","Você entrou no grupo {name}.","You joined {name}."
"pools","pools.leftToast","Você não faz mais parte do grupo {name}.","You are no longer a member of {name}."
"pools","pools.leaveError","Ocorreu um erro ao sair do grupo.","An error occurred while leaving the group."
"pools","pools.linkCopied","O link deste grupo foi copiado para sua área de transferência.","This group's link was copied to your clipboard."
"pools","pools.edit","Editar Grupo","Edit group"
"pools","pools.share","Compartilhar Convite","Share invite"
"pools","pools.leave","Sair do Grupo","Leave group"
"pools","pools.joinWithPassword","Entrar com Senha","Join with password"
"pools","pools.joinGroup","Entrar no Grupo","Join group"
"pools","pools.passwordTitle","Senha de Acesso","Access password"
"pools","pools.passwordDescription","Este grupo é privado. Digite a senha para entrar e participar do ranking.","This group is private. Enter the password to join and appear on the leaderboard."
"pools","pools.passwordInput","Digite a senha","Enter the password"
"pools","pools.validating","Validando...","Validating..."
"pools","pools.enter","Entrar","Join"
"pools","pools.leaveConfirmTitle","Sair do Grupo?","Leave group?"
"pools","pools.leaveConfirmBody","Tem certeza que deseja sair de {name}? Seu progresso no ranking deste grupo será perdido.","Are you sure you want to leave {name}? Your ranking progress in this group will be lost."
"pools","pools.leaving","Saindo...","Leaving..."
"pools","pools.gateTitle","Grupo Privado","Private group"
"pools","pools.gateDescription","Este grupo é protegido. Digite a senha de acesso para participar de {name}.","This group is protected. Enter the access password to join {name}."
"pools","pools.gatePasswordPlaceholder","Digite a senha do grupo","Enter the group password"
"pools","pools.joining","Entrando...","Joining..."
"pools","pools.participate","Participar do Grupo","Join group"
"pools","pools.rankingEmptyTitle","Nenhum palpite foi enviado ainda","No predictions submitted yet"
"pools","pools.rankingEmptyBody","Convide amigos para começar a disputa!","Invite friends to start the competition!"
"pools","pools.rankingFull","Classificação Completa","Full standings"
"pools","pools.rankingFilteredEmpty","Nenhum participante enviou palpites ainda.","No participant has submitted predictions yet."
"pools","pools.rankingNoData","Nenhum dado disponível.","No data available."
"pools","pools.rankingHits","{correct}/{total} ACERTOS","{correct}/{total} CORRECT"
"pools","pools.rankingAccuracy","{n}% PRECISÃO","{n}% ACCURACY"
"pools","pools.rankingIncomplete","Não completou seus palpites","Has not completed predictions"
"pools","pools.filterByTournament","Filtrar por Torneio","Filter by tournament"
"pools","pools.filterOverall","Pontuação Geral","Overall score"
"shared","shared.countryLabel","País","Country"
"shared","shared.countryLoading","Carregando países...","Loading countries..."
"shared","shared.countryPlaceholder","Selecione o país...","Select country..."
"shared","shared.countryManual","Brasil","Brazil"
"shared","shared.countryLoadError","Não foi possível carregar a lista de países. Informe o país manualmente.","Could not load the country list. Enter the country manually."
"shared","shared.countrySearch","Buscar país...","Search country..."
"shared","shared.countryEmpty","Nenhum país encontrado.","No country found."
"shared","shared.state","Estado","State"
"shared","shared.selectState","Selecione o estado...","Select state..."
"shared","shared.searchState","Buscar estado...","Search state..."
"shared","shared.noState","Nenhum estado encontrado.","No state found."
"shared","shared.city","Cidade","City"
"shared","shared.selectStateFirst","Selecione um estado","Select a state"
"shared","shared.selectCity","Selecione a cidade...","Select city..."
"shared","shared.searchCity","Buscar cidade...","Search city..."
"shared","shared.noCity","Nenhuma cidade encontrada.","No city found."
"shared","shared.clubLabel","Clube em que joga tênis *","Tennis club *"
"shared","shared.clubOther","Outro clube","Other club"
"shared","shared.clubPlaceholder","Selecione seu clube","Select your club"
"shared","shared.clubSearch","Digite para buscar o clube...","Type to search for a club..."
"shared","shared.clubEmpty","Nenhum clube encontrado.","No club found."
"shared","shared.clubNone","Não joga em nenhum clube","Does not play at a club"
"shared","shared.clubCustomPlaceholder","Digite o nome do clube","Enter the club name"
"admin","admin.navHome","Home","Home"
"admin","admin.navTournaments","Torneios","Tournaments"
"admin","admin.navUsers","Usuários","Users"
"admin","admin.navClubs","Clubes","Clubs"
"admin","admin.navPools","Grupos","Groups"
"admin","admin.role","Administrador","Administrator"
"admin","admin.dashboardTitle","Painel Administrativo","Admin panel"
"admin","admin.dashboardSubtitle","Gerencie torneios, jogadores e participantes do grupo com ferramentas exclusivas.","Manage tournaments, players, and pool participants with exclusive tools."
"admin","admin.statsActiveTournaments","Torneios Ativos","Active tournaments"
"admin","admin.statsNewUsers","Novos Usuários","New users"
"admin","admin.statsLast7Days","nos últimos 7 dias","in the last 7 days"
"admin","admin.statsTotalPredictions","Total de Palpites","Total predictions"
"admin","admin.statsSinceStart","desde o início","since the beginning"
"admin","admin.recentTournaments","Torneios Recentes","Recent tournaments"
"admin","admin.manageAll","Gerenciar todos","Manage all"
"admin","admin.popularTournaments","Torneios Populares","Popular tournaments"
"admin","admin.enrolled","Inscritos","Enrolled"
"admin","admin.participants","Participantes","Participants"
"admin","admin.viewAll","Todos","All"
"admin","admin.noNickname","Sem apelido","No nickname"
"admin","admin.predictionsCount","{n} palpites","{n} predictions"
"admin","admin.poolsTitle","Gerenciar Grupos","Manage groups"
"admin","admin.poolsSubtitle","Acompanhe, crie e edite os grupos da plataforma e seus participantes","Track, create, and edit platform groups and their members"
"admin","admin.usersTitle","Gerenciar Usuários","Manage users"
"admin","admin.usersSubtitle","Administre os participantes do grupo","Administer pool participants"
"admin","admin.usersListTitle","Lista de Usuários","User list"
"admin","admin.usersListSubtitle","Gerencie o acesso e permissões dos participantes","Manage participant access and permissions"
"admin","admin.usersEmptyTitle","Nenhum usuário cadastrado","No users registered"
"admin","admin.usersEmptyBody","Convide participantes para começar o grupo.","Invite participants to start the pool."
"admin","admin.allUsers","Todos os Usuários ({n})","All users ({n})"
"admin","admin.adminBadge","Admin","Admin"
"admin","admin.inactive","Inativo","Inactive"
"admin","admin.active","Ativo","Active"
"admin","admin.you","Você","You"
"admin","admin.clubsTitle","Clubes Oficiais","Official clubs"
"admin","admin.clubsSubtitle","Cadastre, edite e exclua os clubes oficiais do sistema","Add, edit, and delete official clubs"
"admin","admin.tournamentsTitle","Gerenciar Torneios","Manage tournaments"
"admin","admin.tournamentsSubtitle","Acompanhe o calendário e gerencie os campeonatos","Follow the calendar and manage championships"
"admin","admin.tournamentsListTitle","Lista de Torneios","Tournament list"
"admin","admin.tournamentsListSubtitle","Acompanhe e edite seus campeonatos","Track and edit your championships"
"admin","admin.newTournament","Novo Torneio","New tournament"
"admin","admin.filterByMonth","Filtrar por mês","Filter by month"
"admin","admin.noneThisYear","Nenhum torneio este ano.","No tournaments this year."
"admin","admin.eventOne","evento","event"
"admin","admin.eventOther","eventos","events"
"admin","admin.emptyMonthTitle","Nenhum torneio neste mês","No tournaments this month"
"admin","admin.emptyMonthBody","Não há torneios cadastrados para este período.","There are no tournaments for this period."
"admin","admin.groupInProgress","Em Andamento / Bloqueados","In progress / Locked"
"admin","admin.groupOpen","Abertos para palpites","Open for predictions"
"admin","admin.groupUpcoming","Próximos (Visíveis)","Upcoming (visible)"
"admin","admin.groupStandby","Calendário (Standby)","Calendar (Standby)"
"admin","admin.groupFinished","Finalizados","Finished"
"admin","admin.playerCount","{n} jogadores","{n} players"
"admin","admin.createTournamentTitle","Criar Torneio","Create tournament"
"admin","admin.createTournamentHint","Preencha as informações abaixo:","Fill in the information below:"
"admin","admin.newTournamentSubtitle","Configure um novo campeonato na plataforma","Set up a new championship on the platform"
"admin","admin.modeUpcoming","Modo Em Breve","Coming up mode"
"admin","admin.modeStandby","Modo Standby","Standby mode"
"admin","admin.alertUpcoming","O chaveamento está publicado e visível para os participantes.","The bracket is published and visible to participants."
"admin","admin.alertStandby","Use Preparar Chaveamento para tornar o torneio visível.","Use Prepare bracket to make the tournament visible."
"admin","admin.bracket","Chaveamento","Bracket"
"admin","admin.fixedBracket","CHAVE FIXA","FIXED BRACKET"
"admin","admin.noBracket","O chaveamento ainda não foi gerado.","The bracket has not been generated yet."
"admin","admin.match.manageGame","Gerenciar Jogo {position}","Manage Match {position}"
"admin","admin.match.setMatchup","Definir Confronto","Set Matchup"
"admin","admin.match.setMatchupDesc","Configure os jogadores para esta partida.","Configure the players for this match."
"admin","admin.match.replaceLL","Substituir / LL / Definir Q","Replace / LL / Set Q"
"admin","admin.match.replaceLLDesc","Substitua um jogador, preencha um Qualifier ou adicione um LL.","Replace a player, fill a Qualifier, or add an LL."
"admin","admin.match.changeResult","Alterar Resultado","Change Result"
"admin","admin.match.registerResult","Registrar Resultado","Record Result"
"admin","admin.match.changeResultDesc","Corrija o vencedor ou o placar desta partida.","Correct the winner or score of this match."
"admin","admin.match.registerResultDesc","Defina o vencedor e o placar da partida.","Set the winner and score of the match."
"admin","admin.match.noActions","Nenhuma ação disponível","No actions available"
"admin","admin.match.noActionsDesc","Esta partida já foi concluída ou o torneio está finalizado.","This match is already completed or the tournament is finished."
"admin","admin.match.configureGame","Configurar Jogo {position}","Configure Match {position}"
"admin","admin.match.sideA","Lado A","Side A"
"admin","admin.match.sideB","Lado B","Side B"
"admin","admin.match.playerOptional","Jogador (Opcional)","Player (Optional)"
"admin","admin.match.selectPlayer","Selecionar Jogador","Select Player"
"admin","admin.match.remove","Remover","Remove"
"admin","admin.match.selectPlayerPlaceholder","Selecione o jogador...","Select the player..."
"admin","admin.match.seedNumber","Número do Seed","Seed Number"
"admin","admin.match.typePlayer","Jogador Específico","Specific Player"
"admin","admin.match.typeSeed","Seed / Cabeça de Chave","Seed"
"admin","admin.match.typeQualifier","Qualifier (Q)","Qualifier (Q)"
"admin","admin.match.typeWildcard","Wild Card (WC)","Wild Card (WC)"
"admin","admin.match.typeLuckyLoser","Lucky Loser (LL)","Lucky Loser (LL)"
"admin","admin.match.typeNextGen","Next Gen (NG)","Next Gen (NG)"
"admin","admin.match.typeAlternate","Alternate (ALT)","Alternate (ALT)"
"admin","admin.match.typeBye","BYE","BYE"
"admin","admin.match.confirmMatchup","Confirmar Confronto","Confirm Matchup"
"admin","admin.match.definePlayer","Definir Jogador","Set Player"
"admin","admin.match.replacePlayer","Substituir Jogador","Replace Player"
"admin","admin.match.selectSide","Selecione qual lado do confronto deseja alterar.","Select which side of the matchup to change."
"admin","admin.match.newPlayer","Novo Jogador","New Player"
"admin","admin.match.enteringAsLL","Este jogador está entrando como Lucky Loser (LL)","This player is entering as Lucky Loser (LL)"
"admin","admin.match.replaceWithLL","Substituir por Lucky Loser (LL)","Replace with Lucky Loser (LL)"
"admin","admin.match.llWarning","Ao marcar como LL, a pontuação desta partida será anulada apenas se o Lucky Loser vencer. Se ele perder, a pontuação será creditada normalmente.","When marked as LL, this match's points are voided only if the Lucky Loser wins. If they lose, points are awarded normally."
"admin","admin.match.confirmPlayer","Confirmar Jogador","Confirm Player"
"admin","admin.match.confirmReplace","Confirmar Substituição","Confirm Replacement"
"admin","admin.match.playerA","Jogador A","Player A"
"admin","admin.match.playerB","Jogador B","Player B"
"admin","admin.match.selectWinner","Selecione o Vencedor","Select the Winner"
"admin","admin.match.winnerBadge","VENCEDOR","WINNER"
"admin","admin.match.finalScore","Placar Final","Final Score"
"admin","admin.match.normal","Normal","Normal"
"admin","admin.match.partialScoreRequired","Placar parcial obrigatório","Partial score required"
"admin","admin.match.noScore","Sem placar","No score"
"admin","admin.match.setsHint","Sets separados por espaço (6-4 3-6 7-6)","Sets separated by space (6-4 3-6 7-6)"
"admin","admin.match.partialScorePlaceholder","Ex: 6-4 3-2","E.g.: 6-4 3-2"
"admin","admin.match.woNoScore","W/O sem placar","W/O without score"
"admin","admin.match.confirmResult","Confirmar Resultado","Confirm Result"
"admin","admin.match.success","Sucesso!","Success!"
"admin","admin.match.reactivatePoints","Reativar Pontos","Reactivate Points"
"admin","admin.match.cancelPoints","Anular Pontos","Void Points"
"admin","admin.match.clear","Limpar","Clear"
"admin","admin.match.reactivatePointsTitle","Reativar Pontuação?","Reactivate Points?"
"admin","admin.match.cancelPointsTitle","Anular Pontuação?","Void Points?"
"admin","admin.match.reactivatePointsDesc","Deseja reativar a pontuação para esta partida? Os pontos serão recalculados ao salvar o resultado novamente.","Do you want to reactivate points for this match? Points will be recalculated when you save the result again."
"admin","admin.match.cancelPointsDesc","Tem certeza que deseja anular a pontuação desta partida? Nenhum usuário ganhará pontos por este confronto.","Are you sure you want to void points for this match? No user will earn points from this matchup."
"admin","admin.match.clearResultTitle","Limpar Resultado?","Clear Result?"
"admin","admin.match.clearResultDesc","Tem certeza que deseja limpar o resultado desta partida? Isso removerá o vencedor das rodadas seguintes.","Are you sure you want to clear this match result? This will remove the winner from later rounds."
"admin","admin.match.yes","Sim","Yes"
"admin","admin.match.resultSaved","Resultado salvo! Vencedor avançado.","Result saved! Winner advanced."
"admin","admin.match.change","Alterar","Change"
"admin","admin.match.result","Resultado","Result"
"admin","admin.match.errorSeedP1","Defina o Seed do Jogador 1","Set Player 1 seed"
"admin","admin.match.errorSeedP2","Defina o Seed do Jogador 2","Set Player 2 seed"
"admin","admin.match.errorByeVsBye","Bye não pode enfrentar Bye","Bye cannot face Bye"
"admin","admin.match.errorSaveMatchup","Erro ao salvar confronto","Error saving matchup"
"admin","admin.match.errorUnexpected","Ocorreu um erro inesperado","An unexpected error occurred"
"admin","admin.match.errorClearResult","Erro ao limpar resultado","Error clearing result"
"admin","admin.match.errorChangePoints","Erro ao alterar pontuação","Error updating points"
"admin","admin.match.errorSelectWinner","Selecione o vencedor","Select the winner"
"admin","admin.match.errorPartialScore","Informe o placar parcial do RET","Enter the partial RET score"
"admin","admin.match.errorSelectScore","Selecione o placar ou marque W/O/RET","Select the score or mark W/O/RET"
"admin","admin.match.errorSave","Erro ao salvar","Error saving result"
"admin","admin.statusTransition.prepareBracket","Preparar Chaveamento (Tornar Visível)","Prepare Bracket (Make Visible)"
"admin","admin.statusTransition.hideStandby","Ocultar (Voltar para Standby)","Hide (Back to Standby)"
"admin","admin.statusTransition.resetToStandbyTitle","Voltar para Standby?","Back to Standby?"
"admin","admin.statusTransition.resetToStandbyDesc","Esta ação irá <strong>EXCLUIR</strong> permanentemente o chaveamento atual e todos os palpites já realizados.","This action will permanently <strong>DELETE</strong> the current bracket and all predictions already made."
"admin","admin.statusTransition.yesReset","Sim, Resetar","Yes, Reset"
"admin","admin.statusTransition.finishTournament","Finalizar Torneio","Finish Tournament"
"admin","admin.statusTransition.toastResetSuccess","Chaveamento excluído e torneio em Standby","Bracket deleted and tournament set to Standby"
"admin","admin.statusTransition.toastResetError","Erro ao resetar torneio","Error resetting tournament"
"admin","admin.statusTransition.toastPrepareSuccess","Chaveamento gerado e torneio visível!","Bracket generated and tournament visible!"
"admin","admin.statusTransition.toastPrepareError","Erro ao preparar torneio","Error preparing tournament"
"admin","admin.statusTransition.toastFinishSuccess","Torneio finalizado com sucesso!","Tournament finished successfully!"
"admin","admin.statusTransition.toastFinishError","Erro ao finalizar torneio","Error finishing tournament"
"admin","admin.deleteTournament.title","Excluir Torneio?","Delete Tournament?"
"admin","admin.deleteTournament.description","Você está prestes a excluir o torneio ""{name}"". Esta ação não pode ser desfeita.","You are about to delete the tournament ""{name}"". This action cannot be undone."
"admin","admin.deleteTournament.yesDelete","Sim, Excluir","Yes, Delete"
"admin","admin.deleteTournament.tooltip","Excluir Torneio","Delete Tournament"
"admin","admin.deleteTournament.toastSuccess","Torneio excluído com sucesso!","Tournament deleted successfully!"
"admin","admin.deleteTournament.toastError","Erro ao excluir torneio","Error deleting tournament"
"admin","admin.sync.syncAtp","Sincronizar ATP","Sync ATP"
"admin","admin.sync.availableIn","Disponível em {time}","Available in {time}"
"admin","admin.sync.lastSync","Última sincronização: {time}","Last sync: {time}"
"admin","admin.sync.toastSuccess","Sincronização concluída! Criados: {created}, Atualizados: {updated}","Sync complete! Created: {created}, Updated: {updated}"
"admin","admin.sync.toastError","Erro ao sincronizar","Error syncing"
"admin","admin.sync.toastErrorAtp","Erro ao sincronizar com ATP","Error syncing with ATP"
"admin","admin.sync.syncBracket","Sincronizar Chaveamento ATP","Sync ATP Bracket"
"admin","admin.sync.syncBracketTitle","Sincronizar Chaveamento?","Sync Bracket?"
"admin","admin.sync.syncBracketDesc","Deseja sincronizar o chaveamento com a ATP? Isso substituirá os jogadores da Rodada 1.","Do you want to sync the bracket with ATP? This will replace Round 1 players."
"admin","admin.sync.yesSync","Sim, Sincronizar","Yes, Sync"
"admin","admin.sync.toastBracketSuccess","Sincronizado com sucesso! {count} partidas atualizadas.","Synced successfully! {count} matches updated."
"admin","admin.sync.toastBracketError","Erro ao sincronizar chaveamento","Error syncing bracket"
"admin","admin.sync.toastServerError","Erro ao conectar com o servidor","Error connecting to the server"
"admin","admin.publish.publishing","Publicando...","Publishing..."
"admin","admin.publish.publishBracket","Publicar Chaveamento","Publish Bracket"
"admin","admin.publish.fillRound1","Preencha toda a 1ª rodada","Fill the entire 1st round"
"admin","admin.publish.confirmTitle","Confirmar Publicação?","Confirm Publication?"
"admin","admin.publish.confirmDesc","Ao publicar, o chaveamento será bloqueado para mudanças estruturais e o torneio ficará <strong>ATIVO</strong> para palpites e resultados.","Once published, the bracket will be locked for structural changes and the tournament will be <strong>ACTIVE</strong> for predictions and results."
"admin","admin.publish.yesPublish","Sim, Publicar!","Yes, Publish!"
"admin","admin.publish.toastSuccess","Chaveamento publicado com sucesso!","Bracket published successfully!"
"admin","admin.publish.toastError","Erro ao publicar chaveamento","Error publishing bracket"
"admin","admin.date.changeDateTime","Alterar data e hora","Change date and time"
"admin","admin.date.startDateTime","Data e hora de início","Start Date and Time"
"admin","admin.date.saveChanges","Salvar Alterações","Save Changes"
"admin","admin.date.toastSuccess","Data e hora do torneio atualizadas com sucesso!","Tournament date and time updated successfully!"
"admin","admin.date.toastError","Ocorreu um erro ao atualizar a data do torneio.","An error occurred while updating the tournament date."
"admin","admin.prize.editPrize","Editar prêmio","Edit prize"
"admin","admin.prize.addPrize","Adicionar prêmio","Add prize"
"admin","admin.prize.title","Prêmio do torneio","Tournament prize"
"admin","admin.prize.description","Descrição","Description"
"admin","admin.prize.placeholder","Descreva o que o ganhador vai receber","Describe what the winner will receive"
"admin","admin.prize.saveChanges","Salvar alterações","Save changes"
"admin","admin.prize.toastSuccess","Prêmio atualizado com sucesso!","Prize updated successfully!"
"admin","admin.prize.toastError","Ocorreu um erro ao atualizar o prêmio.","An error occurred while updating the prize."
"admin","admin.visibility.nowVisible","Torneio agora está visível","Tournament is now visible"
"admin","admin.visibility.nowHidden","Torneio agora está oculto","Tournament is now hidden"
"admin","admin.visibility.error","Erro ao atualizar visibilidade","Error updating visibility"
"admin","admin.userActions.deleteTitle","Excluir Usuário?","Delete User?"
"admin","admin.userActions.deleteDesc","Tem certeza que deseja excluir <strong>{name}</strong>? Esta ação não poderá ser desfeita.","Are you sure you want to delete <strong>{name}</strong>? This action cannot be undone."
"admin","admin.userActions.deleting","Excluindo...","Deleting..."
"admin","admin.userActions.confirmDelete","Confirmar Exclusão","Confirm Deletion"
"admin","admin.userActions.toastDeleteSuccess","Usuário excluído com sucesso!","User deleted successfully!"
"admin","admin.userActions.toastDeleteError","Erro ao excluir usuário","Error deleting user"
"admin","admin.userActions.activated","Usuário ativado!","User activated!"
"admin","admin.userActions.deactivated","Usuário desativado!","User deactivated!"
"admin","admin.userActions.statusError","Erro ao alterar status do usuário","Error changing user status"
"admin","admin.form.tournamentName","Nome do Torneio","Tournament Name"
"admin","admin.form.selectTournament","Selecione o torneio","Select the tournament"
"admin","admin.form.category","Categoria","Category"
"admin","admin.form.selectCategory","Selecione a categoria","Select the category"
"admin","admin.form.prize","Prêmio","Prize"
"admin","admin.form.prizePlaceholder","Descreva o que o ganhador vai receber","Describe what the winner will receive"
"admin","admin.form.surface","Superfície","Surface"
"admin","admin.form.select","Selecione","Select"
"admin","admin.form.hardCourt","Quadra dura","Hard Court"
"admin","admin.form.clay","Saibro","Clay"
"admin","admin.form.grass","Grama","Grass"
"admin","admin.form.location","Local","Location"
"admin","admin.form.selectLocation","Selecione o local","Select the location"
"admin","admin.form.startDateTime","Data e hora de início","Start Date and Time"
"admin","admin.form.endDate","Data de término","End Date"
"admin","admin.form.format","Formato","Format"
"admin","admin.form.singles","Simples","Singles"
"admin","admin.form.doublesComing","Duplas (Em breve)","Doubles (Coming soon)"
"admin","admin.form.sets","Sets","Sets"
"admin","admin.form.bestOf3","Melhor de 3","Best of 3"
"admin","admin.form.bestOf5","Melhor de 5","Best of 5"
"admin","admin.form.bracketSize","Tamanho da Chave","Bracket Size"
"admin","admin.form.playersRounds","{n} jogadores ({r} rodadas)","{n} players ({r} rounds)"
"admin","admin.form.bracketFeatures","Recursos do Chaveamento","Bracket Features"
"admin","admin.form.seeds","Seeds","Seeds"
"admin","admin.form.qualifiers","Qualifiers","Qualifiers"
"admin","admin.form.wildCards","Wild Cards","Wild Cards"
"admin","admin.form.byes","Byes","Byes"
"admin","admin.form.generateHint","O sistema gerará todas as rodadas e partidas vazias. Você poderá definir manualmente cada confronto da 1ª rodada na próxima etapa.","The system will generate all rounds and empty matches. You can manually set each 1st-round matchup in the next step."
"admin","admin.form.generating","Gerando chaveamento...","Generating bracket..."
"admin","admin.form.createTournament","Criar Torneio","Create Tournament"
"admin","admin.form.metadataTournament","Torneio","Tournament"
"admin","admin.form.metadataLocation","Local","Location"
"admin","admin.players.title","Jogadores Cadastrados","Registered Players"
"admin","admin.players.countInSystem","{n} jogadores no sistema","{n} players in the system"
"admin","admin.players.collapseSearch","Recolher busca de jogadores","Collapse player search"
"admin","admin.players.expandSearch","Expandir busca de jogadores","Expand player search"
"admin","admin.players.collapse","Recolher","Collapse"
"admin","admin.players.expand","Expandir","Expand"
"admin","admin.players.searchPlaceholder","Buscar jogador...","Search player..."
"admin","admin.players.empty","Nenhum jogador cadastrado. Adicione jogadores para começar.","No {title}s registered yet."
"admin","admin.players.notFound","Nenhum jogador encontrado.","No players found."
"admin","admin.players.add","Adicionar","Add"
"admin","admin.players.addTitle","Adicionar Jogadores","Add Players"
"admin","admin.players.individual","Individual","Individual"
"admin","admin.players.bulkImport","Importar em Lote","Bulk Import"
"admin","admin.players.registered","Jogador cadastrado!","Player registered!"
"admin","admin.players.nameRequired","Nome do Jogador *","Player Name *"
"admin","admin.players.namePlaceholder","Ex: Carlos Alcaraz","E.g.: Carlos Alcaraz"
"admin","admin.players.displayName","Nome de Exibição (Chaveamento)","Display Name (Bracket)"
"admin","admin.players.displayNameHint","Como o nome aparecerá no chaveamento. Se vazio, usa o nome completo.","How the name will appear on the bracket. If empty, the full name is used."
"admin","admin.players.countryCode","Sigla do País","Country Code"
"admin","admin.players.countryPlaceholder","Ex: ESP","E.g.: ESP"
"admin","admin.players.registerPlayer","Cadastrar Jogador","Register Player"
"admin","admin.players.editTitle","Editar Jogador","Edit Player"
"admin","admin.players.editDesc","Altere as informações do jogador conforme necessário.","Update the player information as needed."
"admin","admin.players.toastUpdated","Jogador atualizado com sucesso","Player updated successfully"
"admin","admin.players.errorUpdate","Erro ao atualizar","Error updating"
"admin","admin.players.errorRegister","Erro ao cadastrar","Error registering"
"admin","admin.players.saveChanges","Salvar Alterações","Save Changes"
"admin","admin.players.deleteTitle","Excluir Jogador","Delete Player"
"admin","admin.players.deleteDesc","Tem certeza de que deseja excluir <strong>{name}</strong>? Esta ação não pode ser desfeita.","Are you sure you want to delete <strong>{name}</strong>? This action cannot be undone."
